"Trait","OTU","r","P","Significance"
"Root_biomass","ASV1410",0.138775231616719,0.346868128255967,""
"Root_biomass","ASV151",0.0809751064264139,0.58429376867327,""
"Root_biomass","ASV2275",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV842",-0.241430035146024,0.0983021409398025,""
"Root_biomass","ASV1636",0.202286596452874,0.167943281285061,""
"Root_biomass","ASV2279",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV2283",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1742",-0.139260978064504,0.345166319753041,""
"Root_biomass","ASV1680",-0.141369994972283,0.337837245338381,""
"Root_biomass","ASV1649",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1710",0.21229054386101,0.147451458722745,""
"Root_biomass","ASV1432",-0.121905010471895,0.409141893728829,""
"Root_biomass","ASV357",0.0169935586307958,0.908730812754036,""
"Root_biomass","ASV2288",-0.0627222061407528,0.671919587805058,""
"Root_biomass","ASV132",0.0399086430062989,0.787687967482755,""
"Root_biomass","ASV9",-0.237382045724892,0.104248926888657,""
"Root_biomass","ASV127",-0.0114761820292249,0.938292636629995,""
"Root_biomass","ASV325",0.088156921486042,0.551287932274158,""
"Root_biomass","ASV328",-0.0665026572043243,0.653361985480043,""
"Root_biomass","ASV329",-0.012719168732038,0.931624174474286,""
"Root_biomass","ASV708",0.0958226805973587,0.517067258548061,""
"Root_biomass","ASV1718",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV88",-0.0122547806776675,0.93411503747855,""
"Root_biomass","ASV326",-0.0620552569642576,0.675214086452748,""
"Root_biomass","ASV333",0.0158598091919844,0.91479672956981,""
"Root_biomass","ASV145",-0.0484021088011131,0.743901041230515,""
"Root_biomass","ASV400",0.0460810612035792,0.755794052084541,""
"Root_biomass","ASV31",-0.08655709467796,0.558563019945816,""
"Root_biomass","ASV1266",-0.136779624181476,0.353913774152214,""
"Root_biomass","ASV1719",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV335",-0.0832230854495893,0.573867461283653,""
"Root_biomass","ASV7",-0.0221489380058283,0.881217791779524,""
"Root_biomass","ASV314",-0.0152202954653123,0.918220469712052,""
"Root_biomass","ASV334",0.175897182348699,0.231743703811896,""
"Root_biomass","ASV21",0.0135040564845179,0.927415714134228,""
"Root_biomass","ASV139",-0.0326438289142882,0.825668581575213,""
"Root_biomass","ASV606",-0.153136467860023,0.298740235010182,""
"Root_biomass","ASV119",0.000176255752169062,0.999051358614394,""
"Root_biomass","ASV3",-0.112453354925395,0.446668181385642,""
"Root_biomass","ASV155",0.00933116856345125,0.949809946296374,""
"Root_biomass","ASV143",-0.0378521439448097,0.798394033938436,""
"Root_biomass","ASV332",0.0754903249477359,0.610083321944446,""
"Root_biomass","ASV75",-0.0493458962076513,0.739081756053686,""
"Root_biomass","ASV133",-0.0173404912935332,0.906875625390666,""
"Root_biomass","ASV59",-0.036411812630076,0.805914366760918,""
"Root_biomass","ASV109",-0.00532508224851043,0.971345364836711,""
"Root_biomass","ASV171",0.153487730835055,0.297619931531201,""
"Root_biomass","ASV27",-0.196456001053876,0.180800834633813,""
"Root_biomass","ASV302",-0.0307849728340385,0.835454176506131,""
"Root_biomass","ASV20",0.0874073251333341,0.554691049765552,""
"Root_biomass","ASV361",-0.0329884954803518,0.823856978009181,""
"Root_biomass","ASV1720",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV352",-0.250729477889163,0.0856341343317431,""
"Root_biomass","ASV210",-0.042194384513741,0.775833909024672,""
"Root_biomass","ASV697",-0.130196565657058,0.377769418624896,""
"Root_biomass","ASV1721",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV108",-0.165291055706938,0.261553253113805,""
"Root_biomass","ASV298",-0.0588587604374847,0.691086395969913,""
"Root_biomass","ASV349",0.000364313084008601,0.998039200384035,""
"Root_biomass","ASV1722",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV104",-0.0363455898635803,0.806260555803378,""
"Root_biomass","ASV365",-0.0414030485198876,0.779932284866405,""
"Root_biomass","ASV339",-0.0834424760256468,0.572854493361945,""
"Root_biomass","ASV12",-0.142373621913317,0.334383736913165,""
"Root_biomass","ASV374",0.145131727490057,0.32500684819052,""
"Root_biomass","ASV11",0.0739175642678456,0.617567604529042,""
"Root_biomass","ASV715",-0.245499758681865,0.0925909805986694,""
"Root_biomass","ASV134",0.0682206619070616,0.644995784201008,""
"Root_biomass","ASV363",-0.0872457048383069,0.555426094578517,""
"Root_biomass","ASV254",-0.0745916997524174,0.614354839272178,""
"Root_biomass","ASV1297",-0.0347494049372203,0.814615801793072,""
"Root_biomass","ASV98",-0.0904023082186593,0.541153839303151,""
"Root_biomass","ASV336",-0.0136504425495455,0.92663102590926,""
"Root_biomass","ASV295",0.0414682211134135,0.779594526922608,""
"Root_biomass","ASV138",-0.0780192318344164,0.598131526881009,""
"Root_biomass","ASV346",-0.0654008789401686,0.658749682045579,""
"Root_biomass","ASV331",-0.153558339682208,0.297395062767109,""
"Root_biomass","ASV362",-0.0426099903630274,0.773683869233085,""
"Root_biomass","ASV291",0.025747965155256,0.862090539623235,""
"Root_biomass","ASV341",-0.00786381464767653,0.957694657122085,""
"Root_biomass","ASV945",0.0292729446669776,0.843432239643681,""
"Root_biomass","ASV344",-0.0264354340828653,0.858445477851807,""
"Root_biomass","ASV170",0.00404151048637954,0.978250435821076,""
"Root_biomass","ASV1723",-0.105785793683734,0.474239624469359,""
"Root_biomass","ASV182",-0.0779124605911176,0.598634051529512,""
"Root_biomass","ASV369",0.0544475281701891,0.713206653667827,""
"Root_biomass","ASV258",0.0903130200434443,0.541555098507318,""
"Root_biomass","ASV116",-0.0545826112205268,0.712525692181623,""
"Root_biomass","ASV95",0.0223981856187104,0.879890860099704,""
"Root_biomass","ASV617",-0.0415143278502091,0.779355602362406,""
"Root_biomass","ASV432",0.0793342231826637,0.591957699976502,""
"Root_biomass","ASV100",-0.181567491023635,0.216802897432073,""
"Root_biomass","ASV239",0.0313508390907167,0.832472600794936,""
"Root_biomass","ASV375",0.0680420126108413,0.645863757102346,""
"Root_biomass","ASV934",-0.0998802995379927,0.499394751468666,""
"Root_biomass","ASV283",-0.0494612814611261,0.73849323648801,""
"Root_biomass","ASV55",-0.196043702195432,0.181736060009077,""
"Root_biomass","ASV423",-0.00527289604515149,0.971626067336632,""
"Root_biomass","ASV159",0.111537193730024,0.45040353097121,""
"Root_biomass","ASV429",-0.101811095839763,0.491095699293288,""
"Root_biomass","ASV868",-0.0216759112545556,0.883736951295756,""
"Root_biomass","ASV1724",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1286",-0.0287762975540791,0.846056181661482,""
"Root_biomass","ASV1480",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV359",-0.0649049945779202,0.661180178190153,""
"Root_biomass","ASV82",-0.0552699756616567,0.709064090079681,""
"Root_biomass","ASV494",-0.0703929670762069,0.634479270287329,""
"Root_biomass","ASV6",-0.0248938082064102,0.866623356633865,""
"Root_biomass","ASV297",0.017013529148997,0.908624009273488,""
"Root_biomass","ASV401",0.0358026856045108,0.809100044463143,""
"Root_biomass","ASV197",0.0256173785109362,0.862783252731435,""
"Root_biomass","ASV124",-0.0904825299267706,0.540793447130894,""
"Root_biomass","ASV527",-0.0342606269762577,0.81717844414322,""
"Root_biomass","ASV393",-0.149470732764911,0.310593791306394,""
"Root_biomass","ASV101",-0.205771672888402,0.160582376839087,""
"Root_biomass","ASV966",-0.0210328571504518,0.887163430729176,""
"Root_biomass","ASV396",-0.0313853639827083,0.832290762494824,""
"Root_biomass","ASV408",0.0195715425830176,0.894957458320501,""
"Root_biomass","ASV1134",-0.190644916407079,0.19430380843066,""
"Root_biomass","ASV938",-0.0785031683860066,0.595856179083901,""
"Root_biomass","ASV52",0.0764100859754844,0.605724597580526,""
"Root_biomass","ASV1725",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV416",-0.0273664542806649,0.853513733048912,""
"Root_biomass","ASV1099",-0.148131119219839,0.31499942671173,""
"Root_biomass","ASV379",0.076945182105758,0.603195011025061,""
"Root_biomass","ASV718",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV441",-0.0885412843441455,0.549546808995153,""
"Root_biomass","ASV274",0.0307732140094425,0.835516158712092,""
"Root_biomass","ASV97",0.130502477862524,0.376640089465489,""
"Root_biomass","ASV372",-0.0410295725229773,0.781868602760916,""
"Root_biomass","ASV965",-0.161502011827546,0.27279758462118,""
"Root_biomass","ASV1726",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1068",-0.0713613809803493,0.629813743379612,""
"Root_biomass","ASV1727",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV61",0.144852235902519,0.325949444045871,""
"Root_biomass","ASV409",-0.097793234638854,0.508445802237411,""
"Root_biomass","ASV142",-0.124208625167936,0.400278965116216,""
"Root_biomass","ASV452",0.0986398090094597,0.504764435510277,""
"Root_biomass","ASV23",-0.00542673457369047,0.970798600670929,""
"Root_biomass","ASV186",-0.177297825793976,0.227989055453533,""
"Root_biomass","ASV1728",-0.212969821971837,0.146130273009827,""
"Root_biomass","ASV733",-0.281498304286459,0.0525910514351535,""
"Root_biomass","ASV404",0.137255120007154,0.352227116594484,""
"Root_biomass","ASV419",-0.11068357320127,0.453899232155465,""
"Root_biomass","ASV208",0.0208469913127517,0.888154189767226,""
"Root_biomass","ASV383",0.0928627140726243,0.530153668113849,""
"Root_biomass","ASV243",0.0410815010684467,0.781599296273162,""
"Root_biomass","ASV231",-0.0315269958346934,0.831544896113862,""
"Root_biomass","ASV411",-0.0430053473302233,0.771640139148299,""
"Root_biomass","ASV753",-0.204999614296071,0.162192365546369,""
"Root_biomass","ASV964",0.0600250592618558,0.685279436832544,""
"Root_biomass","ASV179",-0.203324014895226,0.165726985541508,""
"Root_biomass","ASV382",0.029920843369262,0.840011716826712,""
"Root_biomass","ASV149",0.104891189038677,0.478006477734071,""
"Root_biomass","ASV1729",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV169",-0.00471526435835008,0.974625697859478,""
"Root_biomass","ASV390",-0.041891518841415,0.777401761938743,""
"Root_biomass","ASV485",-0.0377209940259682,0.799078063719494,""
"Root_biomass","ASV975",-0.0241952569124047,0.870333571930324,""
"Root_biomass","ASV105",0.0693301530573439,0.639615794125314,""
"Root_biomass","ASV654",-0.246959451194126,0.090606529413914,""
"Root_biomass","ASV498",0.00547248371021166,0.970552531043626,""
"Root_biomass","ASV162",0.0304170764062967,0.837393870012306,""
"Root_biomass","ASV532",-0.0655924099876369,0.657811854554033,""
"Root_biomass","ASV246",0.0581227812207743,0.694759899879538,""
"Root_biomass","ASV183",-0.101550783444468,0.49221039310572,""
"Root_biomass","ASV1730",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV245",-0.154782273425757,0.293514640956217,""
"Root_biomass","ASV427",-0.100502575932187,0.496712210135706,""
"Root_biomass","ASV1731",-0.152119790862445,0.301998103314753,""
"Root_biomass","ASV356",0.0733122065902237,0.62045863538489,""
"Root_biomass","ASV1732",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV340",0.171616440580135,0.243481185138643,""
"Root_biomass","ASV1094",-0.00468301327844579,0.974799194929144,""
"Root_biomass","ASV1101",-0.218302242753626,0.136061546481563,""
"Root_biomass","ASV398",0.0922266755893796,0.532986756318771,""
"Root_biomass","ASV29",0.025139941703299,0.865316740379376,""
"Root_biomass","ASV1733",-0.124972366266025,0.397365367814012,""
"Root_biomass","ASV834",-0.345141887962338,0.0162824691186544,"*"
"Root_biomass","ASV983",-0.150058763391283,0.308672395119071,""
"Root_biomass","ASV184",-0.139034477885122,0.345959219598728,""
"Root_biomass","ASV272",0.0284958588007481,0.847538558801765,""
"Root_biomass","ASV417",0.0673190919860267,0.649380841654553,""
"Root_biomass","ASV1734",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV240",0.037444347825726,0.800521437087446,""
"Root_biomass","ASV714",-0.068371430477196,0.644263634350168,""
"Root_biomass","ASV1277",0.0589797661705361,0.690483088195722,""
"Root_biomass","ASV414",-0.108037594651313,0.464828335858818,""
"Root_biomass","ASV397",0.0961593165194943,0.515589261399639,""
"Root_biomass","ASV1463",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV464",-0.0450126220125213,0.761287769931815,""
"Root_biomass","ASV544",0.0217270890250924,0.883464342768019,""
"Root_biomass","ASV433",0.0487498650854331,0.742124144757961,""
"Root_biomass","ASV1735",-0.0822086903275121,0.578561750208109,""
"Root_biomass","ASV508",0.156041407064926,0.28955705460243,""
"Root_biomass","ASV463",-0.0310142100038019,0.834246037137704,""
"Root_biomass","ASV442",0.00205645717469707,0.988932104032476,""
"Root_biomass","ASV28",-0.118565048331293,0.42219052237857,""
"Root_biomass","ASV471",-0.209100075193685,0.15377516040332,""
"Root_biomass","ASV1275",0.0644692825108125,0.663318605250847,""
"Root_biomass","ASV1736",-0.0824110662710897,0.577623828319142,""
"Root_biomass","ASV968",-0.153753571926173,0.296773876250385,""
"Root_biomass","ASV388",-0.0945637616643706,0.522613271594817,""
"Root_biomass","ASV207",-0.110784697913733,0.453484340730932,""
"Root_biomass","ASV788",-0.202936945167026,0.166551402584331,""
"Root_biomass","ASV74",0.0542295278226192,0.714306072095962,""
"Root_biomass","ASV1737",0.116226303480458,0.431466222640358,""
"Root_biomass","ASV1738",0.0480873989378026,0.745510221290556,""
"Root_biomass","ASV1289",-0.0568018898951771,0.701370249526839,""
"Root_biomass","ASV1739",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV2",0.235702257872198,0.106796253379213,""
"Root_biomass","ASV470",-0.0950572695962821,0.520435667079317,""
"Root_biomass","ASV479",0.0155918986018758,0.916230849769605,""
"Root_biomass","ASV454",-0.036114828356163,0.807467181247894,""
"Root_biomass","ASV491",0.0003634183539868,0.998044015975233,""
"Root_biomass","ASV22",-0.0917728224999508,0.535012857890904,""
"Root_biomass","ASV748",-0.0499283247482932,0.736112610473021,""
"Root_biomass","ASV1740",-0.13476266987923,0.361122944360504,""
"Root_biomass","ASV1741",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV5",0.160437676923469,0.276012758666079,""
"Root_biomass","ASV85",-0.222274145567493,0.128905123688373,""
"Root_biomass","ASV1743",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV459",-0.0875195553876005,0.554180900286689,""
"Root_biomass","ASV1744",0.0341237918898613,0.817896204684319,""
"Root_biomass","ASV152",-0.00177352429012361,0.990454778945363,""
"Root_biomass","ASV1745",-0.15195407897273,0.302531273671419,""
"Root_biomass","ASV755",0.0449411500333372,0.761655684637933,""
"Root_biomass","ASV91",-0.0916100229154964,0.535740545602141,""
"Root_biomass","ASV410",0.0986301085043722,0.504806541507165,""
"Root_biomass","ASV1617",0.099811657692089,0.499691111176603,""
"Root_biomass","ASV180",-0.282798375275381,0.0514629830706183,""
"Root_biomass","ASV1631",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV453",-0.0270991017194356,0.854929379157588,""
"Root_biomass","ASV266",0.0326306555419911,0.82573784007457,""
"Root_biomass","ASV514",0.0980075610440282,0.507512509111209,""
"Root_biomass","ASV663",-0.119826635030059,0.417234249229636,""
"Root_biomass","ASV1314",-0.104927341885104,0.477853945279904,""
"Root_biomass","ASV115",0.0902712604542688,0.541742814513792,""
"Root_biomass","ASV637",-0.0888425173702667,0.548184090063733,""
"Root_biomass","ASV175",0.0723787170842291,0.624927861183184,""
"Root_biomass","ASV489",-0.0894786603966052,0.545311619914347,""
"Root_biomass","ASV1746",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV462",-0.0244705812481805,0.868870907795088,""
"Root_biomass","ASV1747",-0.162802771702405,0.268901981500741,""
"Root_biomass","ASV178",-0.0612639426308866,0.679130720718577,""
"Root_biomass","ASV1748",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1749",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV188",0.144627260039408,0.326709430626586,""
"Root_biomass","ASV473",0.0633567283081476,0.668790912461483,""
"Root_biomass","ASV1750",-0.238723370236117,0.102248583957027,""
"Root_biomass","ASV665",-0.164734580424121,0.263184937137112,""
"Root_biomass","ASV1751",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV978",-0.0552089504384724,0.709371182536981,""
"Root_biomass","ASV970",-0.126936952282557,0.389927714601976,""
"Root_biomass","ASV277",0.00391040000864918,0.978955851669598,""
"Root_biomass","ASV431",0.12649016890927,0.391611943242674,""
"Root_biomass","ASV846",0.0311731774014354,0.833408459634026,""
"Root_biomass","ASV1752",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV19",-0.161675876816698,0.272274732025916,""
"Root_biomass","ASV732",0.0445561698499236,0.763638332828066,""
"Root_biomass","ASV256",-0.0996666206815475,0.500317602154375,""
"Root_biomass","ASV486",0.0957613966954036,0.517336553093305,""
"Root_biomass","ASV513",-0.0270266995043132,0.855312830662807,""
"Root_biomass","ASV1330",0.0886405536499978,0.549097555840635,""
"Root_biomass","ASV1753",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1754",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV482",-0.127959963980381,0.386087367067978,""
"Root_biomass","ASV515",0.0188686806474458,0.898709764823972,""
"Root_biomass","ASV504",-0.0476688603031971,0.747651963890551,""
"Root_biomass","ASV465",-0.0793460520311236,0.591902292654882,""
"Root_biomass","ASV163",0.0842538921090065,0.569115179397017,""
"Root_biomass","ASV227",-0.165921952519921,0.259711546490545,""
"Root_biomass","ASV1755",-0.0406209543597633,0.783988616400861,""
"Root_biomass","ASV1756",-0.055820063594484,0.706297994006559,""
"Root_biomass","ASV1518",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV661",-0.0508611402178299,0.73136518352374,""
"Root_biomass","ASV669",-0.201044430326173,0.170625204152988,""
"Root_biomass","ASV1757",-0.0498987541065362,0.736263266411745,""
"Root_biomass","ASV1011",-0.129859936891007,0.379014472045103,""
"Root_biomass","ASV304",-0.217236190670291,0.138031863023634,""
"Root_biomass","ASV264",0.0510095167495186,0.730610953801631,""
"Root_biomass","ASV809",-0.163069778809896,0.268106922496861,""
"Root_biomass","ASV321",0.0188871353348206,0.898611214065461,""
"Root_biomass","ASV1758",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV366",0.170963202142435,0.2453072055351,""
"Root_biomass","ASV533",0.0169205325980993,0.909121373747624,""
"Root_biomass","ASV678",-0.165698884295416,0.260361729843264,""
"Root_biomass","ASV488",-0.0995600682744933,0.500778114478975,""
"Root_biomass","ASV1759",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1133",-0.292250554569991,0.0438375146065468,"*"
"Root_biomass","ASV250",-0.0559409163067323,0.705690791597673,""
"Root_biomass","ASV1595",0.0574823513086155,0.697962140235813,""
"Root_biomass","ASV795",-0.0777915083028573,0.599203543628997,""
"Root_biomass","ASV1020",-0.095384890168038,0.518992542346838,""
"Root_biomass","ASV512",0,1,""
"Root_biomass","ASV1760",-0.0745634191542944,0.61448947456257,""
"Root_biomass","ASV380",0.138371887081036,0.348285159564095,""
"Root_biomass","ASV1761",-0.207159833735352,0.157717045448058,""
"Root_biomass","ASV503",-0.104339943336075,0.480335423253376,""
"Root_biomass","ASV1762",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV537",0.0452680373150948,0.759973401277032,""
"Root_biomass","ASV672",-0.0391735939423535,0.791510266645473,""
"Root_biomass","ASV1",0.230870748149972,0.114389115232931,""
"Root_biomass","ASV1763",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV306",-0.171293499051205,0.244382757388133,""
"Root_biomass","ASV219",-0.0227047582952131,0.878259191737753,""
"Root_biomass","ASV1764",-0.147816970183144,0.316038299231879,""
"Root_biomass","ASV1765",0.00169980210922564,0.990851539255151,""
"Root_biomass","ASV1049",-0.174842264566286,0.234599458145939,""
"Root_biomass","ASV1766",-0.0799906437848848,0.588886458971088,""
"Root_biomass","ASV531",-0.114667237429834,0.437712548494345,""
"Root_biomass","ASV262",0.0393045314660106,0.790829025969749,""
"Root_biomass","ASV500",0.225242317838724,0.123744586915698,""
"Root_biomass","ASV1529",0.053189552952187,0.719558730735059,""
"Root_biomass","ASV1767",-0.135692943285445,0.357786886838933,""
"Root_biomass","ASV539",0.0996678646361165,0.500312227149468,""
"Root_biomass","ASV1768",0.0312766595402302,0.8328633245457,""
"Root_biomass","ASV1769",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1770",-0.184907474859963,0.208322870277,""
"Root_biomass","ASV738",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV740",-0.0720004632073184,0.626742626061527,""
"Root_biomass","ASV480",0.0717870063345312,0.627767703305391,""
"Root_biomass","ASV251",0.0460104156043207,0.75615693370316,""
"Root_biomass","ASV230",-0.187506527365709,0.201886896548734,""
"Root_biomass","ASV632",0.207177948656691,0.157679903292267,""
"Root_biomass","ASV268",-0.130487500891479,0.376695332679159,""
"Root_biomass","ASV499",0.034919700281188,0.813723399382196,""
"Root_biomass","ASV1771",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV1772",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV35",0.215966023928612,0.140407097997451,""
"Root_biomass","ASV556",0.109526644156581,0.458660548042673,""
"Root_biomass","ASV1130",-0.235292218291526,0.107425242716092,""
"Root_biomass","ASV1773",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV773",-0.126308851017941,0.39229666889527,""
"Root_biomass","ASV1002",-0.0896615694245929,0.544487043090084,""
"Root_biomass","ASV1146",-0.222195628119369,0.129043797359503,""
"Root_biomass","ASV528",0.0875394784309905,0.554090362086339,""
"Root_biomass","ASV1774",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV560",0.0159904338377444,0.914097595340572,""
"Root_biomass","ASV1775",-0.149568337720257,0.310274338943961,""
"Root_biomass","ASV554",-0.066579106121388,0.652988793751492,""
"Root_biomass","ASV1776",-0.131778447280264,0.371951381120076,""
"Root_biomass","ASV493",0.0346006564551422,0.815395482126287,""
